customer_id,age,gender,tenure,usage_frequency,support_calls,payment_delay,subscription_type,contract_length,total_spend,last_interaction
8662,37,Female,17,10,8,1,Basic,Monthly,3359.87,40
8663,18,Female,39,28,6,17,Basic,Monthly,1051.54,39
8664,38,Male,1,25,5,7,Standard,Annual,2020.71,55
8665,66,Male,59,9,5,9,Standard,Monthly,2611.42,43
8666,62,Female,52,9,3,19,Premium,Annual,3465.7,12
8667,18,Female,29,3,3,3,Premium,Quarterly,3737.89,44
8668,27,Male,14,12,2,9,Premium,Quarterly,3554.12,16
8669,64,Male,17,11,7,9,Standard,Monthly,566.02,48
8670,49,Female,13,14,7,26,Standard,Monthly,1995.83,31
8671,56,Male,29,25,1,29,Standard,Annual,1475.26,15
8672,39,Female,34,19,4,2,Basic,Quarterly,2052.27,33
8673,35,Male,27,10,8,20,Standard,Annual,3269.68,15
8674,65,Female,46,19,8,3,Standard,Monthly,1045.31,32
8675,63,Female,33,5,6,22,Premium,Quarterly,2560.29,22
8676,49,Female,29,22,3,9,Standard,Monthly,4435.87,50
8677,44,Male,37,9,3,6,Standard,Quarterly,3682.52,56
8678,45,Female,39,1,9,21,Basic,Annual,3654.29,6
8679,35,Female,19,15,6,22,Standard,Monthly,4258.71,30
8680,56,Male,46,24,2,11,Premium,Monthly,2056.3,41
8681,66,Female,24,4,2,6,Basic,Quarterly,3821.47,58
8682,46,Female,14,26,4,12,Standard,Annual,387.65,17
8683,35,Female,47,7,5,7,Standard,Quarterly,376.49,56
8684,61,Male,37,6,7,26,Standard,Quarterly,1725.81,44
8685,25,Male,5,15,0,12,Basic,Quarterly,1064.55,2
8686,48,Male,53,6,6,0,Basic,Monthly,2640.84,16
8687,51,Male,24,7,7,15,Standard,Annual,997.69,55
8688,24,Female,34,20,4,18,Premium,Annual,4880.31,47
8689,53,Male,50,22,9,27,Standard,Annual,4270.42,59
8690,35,Male,31,3,1,18,Basic,Quarterly,4914.42,12
8691,55,Male,30,21,3,20,Basic,Annual,4058.04,47
8692,26,Female,56,29,5,25,Basic,Annual,4760.44,45
8693,26,Female,9,29,8,29,Premium,Monthly,1903.72,12
8694,63,Female,27,13,1,12,Standard,Monthly,2539.73,51
8695,25,Male,28,2,3,28,Standard,Monthly,1274.99,48
8696,68,Female,42,3,9,6,Basic,Quarterly,3215.45,39
8697,52,Female,26,13,4,14,Standard,Monthly,3962.33,17
8698,35,Male,18,9,7,25,Premium,Annual,2543.84,42
8699,22,Female,36,22,7,5,Premium,Monthly,1552.23,41
8700,31,Male,8,19,1,3,Standard,Quarterly,2587.59,6
8701,45,Male,18,18,5,21,Standard,Monthly,408.19,55
8702,47,Female,20,5,5,22,Standard,Annual,3633.49,41
8703,21,Male,58,10,4,19,Standard,Monthly,2312.87,26
8704,56,Male,32,14,7,10,Standard,Monthly,4501.35,1
8705,37,Male,29,21,9,23,Standard,Monthly,4623.93,16
8706,42,Male,49,17,1,20,Basic,Quarterly,714.97,46
8707,45,Male,48,3,1,18,Basic,Quarterly,4980.94,40
8708,29,Male,18,7,6,1,Basic,Quarterly,4852.13,59
8709,19,Female,7,9,8,16,Premium,Quarterly,3172.94,47
8710,60,Male,1,5,2,14,Premium,Quarterly,4144.69,16
8711,31,Male,28,4,6,19,Premium,Monthly,190.34,46
8712,39,Male,33,3,2,17,Premium,Monthly,4854.89,16
8713,48,Male,50,26,5,11,Basic,Quarterly,2335.94,39
8714,40,Female,4,13,2,2,Standard,Quarterly,4557.53,29
8715,65,Female,55,9,0,16,Standard,Monthly,1987.11,50
8716,37,Male,20,23,5,13,Standard,Annual,3962.06,49
8717,55,Female,53,28,2,28,Premium,Monthly,2147.93,26
8718,21,Male,52,7,0,5,Basic,Quarterly,1877.26,30
8719,32,Male,36,29,4,3,Standard,Monthly,4739.2,33
8720,41,Male,57,8,7,20,Premium,Quarterly,3525.65,43
8721,42,Male,31,10,7,7,Premium,Monthly,4216.4,20
8722,18,Female,38,1,7,26,Premium,Monthly,2762.45,37
8723,24,Female,28,27,2,19,Standard,Monthly,4599.91,55
8724,48,Male,3,20,7,21,Basic,Annual,3725.81,13
8725,29,Male,6,29,3,2,Standard,Monthly,453.62,8
8726,59,Female,45,29,7,7,Basic,Monthly,3857.67,32
8727,22,Female,23,21,2,12,Basic,Annual,191.68,18
8728,61,Male,7,21,2,18,Standard,Monthly,4162.44,45
8729,67,Female,56,1,0,14,Standard,Annual,1726.14,41
8730,59,Male,36,19,7,22,Premium,Annual,3031.6,11
8731,55,Female,1,2,7,6,Premium,Annual,3771.95,55
8732,29,Female,6,12,8,2,Standard,Monthly,3221.13,38
8733,56,Female,24,23,5,18,Standard,Quarterly,3394.61,43
8734,35,Female,37,13,1,25,Basic,Monthly,4474.06,47
8735,19,Male,45,14,0,9,Basic,Quarterly,1932.46,14
8736,27,Male,51,5,7,27,Premium,Quarterly,2781.01,40
8737,32,Female,36,3,9,26,Basic,Annual,957.15,50
8738,47,Male,24,27,3,15,Standard,Annual,2390.96,33
8739,61,Female,38,24,6,13,Basic,Annual,835.18,53
8740,34,Female,45,17,9,7,Basic,Annual,3204.57,41
8741,21,Male,29,1,3,10,Basic,Monthly,1688.83,23
8742,24,Male,37,14,0,18,Standard,Monthly,4309.17,7
8743,58,Male,45,6,7,1,Premium,Quarterly,1783.53,15
8744,48,Female,32,17,9,4,Basic,Monthly,1505.49,15
8745,68,Male,25,4,8,10,Standard,Monthly,2507.23,9
8746,56,Male,10,6,9,6,Basic,Quarterly,959.11,21
8747,51,Male,35,1,8,7,Basic,Monthly,1098.65,37
8748,23,Male,55,29,8,16,Standard,Monthly,3937.42,39
8749,67,Female,25,9,3,11,Basic,Annual,2536.4,59
8750,55,Female,27,4,8,17,Standard,Annual,1111.08,28
8751,62,Female,45,9,3,28,Premium,Quarterly,254.46,44
8752,68,Female,32,9,1,6,Basic,Annual,2385.74,6
8753,51,Female,59,29,9,8,Standard,Monthly,3738.89,10
8754,61,Female,12,22,2,18,Basic,Annual,1820.83,15
8755,32,Female,4,13,1,13,Basic,Annual,1315.02,54
8756,31,Male,42,23,0,23,Basic,Quarterly,2042.26,24
8757,23,Female,26,29,5,29,Standard,Monthly,4799.73,4
8758,67,Female,3,17,3,25,Standard,Quarterly,2173.49,47
8759,54,Female,17,21,6,18,Standard,Monthly,1372.23,50
8760,67,Female,9,3,6,19,Premium,Monthly,2889.29,35
8761,49,Male,29,26,9,17,Basic,Monthly,4072.64,58
8762,20,Female,1,26,0,24,Standard,Annual,209.43,15
8763,20,Female,18,29,8,29,Basic,Quarterly,2834.7,52
8764,39,Male,41,6,7,14,Basic,Monthly,4197.93,37
8765,39,Female,53,20,9,20,Basic,Annual,1156.56,2
8766,27,Female,20,15,0,20,Standard,Quarterly,4616.25,47
8767,68,Female,57,29,7,3,Premium,Annual,2930.71,40
8768,20,Female,41,14,4,12,Premium,Annual,2631.96,28
8769,29,Female,34,13,0,4,Premium,Monthly,4821.94,5
8770,46,Female,51,9,3,11,Premium,Quarterly,735.29,23
8771,65,Female,28,23,6,29,Standard,Annual,3726.69,9
8772,34,Male,48,15,4,16,Premium,Annual,4111.0,7
8773,24,Male,35,14,2,9,Premium,Annual,2493.93,4
8774,30,Female,16,4,3,29,Standard,Annual,131.73,19
8775,19,Male,21,29,1,25,Standard,Monthly,2669.25,8
8776,21,Female,13,11,7,11,Basic,Monthly,852.21,31
8777,27,Male,35,22,1,5,Basic,Quarterly,2856.6,14
8778,56,Female,42,2,5,26,Premium,Annual,3719.23,29
8779,41,Male,54,16,6,19,Basic,Monthly,2702.25,9
8780,34,Female,32,19,6,27,Standard,Quarterly,3190.93,37
8781,69,Male,50,16,0,19,Basic,Quarterly,609.33,6
8782,23,Male,38,27,7,11,Basic,Monthly,575.52,42
8783,36,Female,6,7,8,12,Standard,Monthly,4269.61,28
8784,22,Female,50,11,6,20,Premium,Annual,341.72,45
8785,49,Male,38,12,7,29,Basic,Monthly,1493.07,10
8786,27,Male,38,4,3,16,Basic,Monthly,4694.71,54
8787,26,Female,54,16,7,19,Premium,Monthly,2348.45,45
8788,44,Male,13,28,2,9,Basic,Quarterly,3405.24,3
8789,30,Female,46,26,0,18,Premium,Monthly,1186.28,12
8790,36,Male,53,16,7,4,Standard,Quarterly,1425.51,36
8791,38,Male,39,7,5,25,Standard,Quarterly,2594.1,11
8792,41,Female,13,25,8,4,Premium,Monthly,3226.69,9
8793,55,Female,47,13,2,7,Standard,Quarterly,4806.26,6
8794,21,Female,12,5,7,29,Standard,Annual,2914.66,12
8795,41,Male,53,1,8,16,Standard,Annual,570.25,46
8796,52,Male,59,5,8,2,Standard,Quarterly,1897.9,53
8797,20,Male,33,22,6,20,Standard,Monthly,1296.42,41
8798,21,Female,28,14,9,15,Standard,Monthly,1346.57,8
8799,54,Male,57,11,2,26,Basic,Quarterly,2576.4,41
8800,57,Male,3,2,2,18,Basic,Monthly,1651.67,13
8801,65,Female,18,24,1,5,Basic,Quarterly,1517.61,43
8802,52,Male,26,29,0,9,Standard,Annual,4843.29,9
8803,48,Male,54,18,1,15,Basic,Quarterly,2961.4,20
8804,61,Female,40,15,4,12,Premium,Quarterly,1382.72,40
8805,42,Female,2,14,0,2,Premium,Annual,1451.76,10
8806,57,Female,4,25,9,21,Premium,Annual,4074.04,41
8807,30,Female,50,13,3,7,Basic,Quarterly,4443.73,27
8808,21,Female,28,2,9,19,Standard,Annual,3427.25,53
8809,63,Female,28,19,9,7,Premium,Annual,2214.09,4
8810,31,Female,25,8,0,6,Basic,Monthly,3846.41,10
8811,30,Female,26,27,9,26,Basic,Annual,4693.17,49
8812,44,Female,45,22,7,10,Standard,Annual,914.38,19
8813,23,Male,47,17,4,28,Standard,Quarterly,4322.36,10
8814,34,Female,2,15,9,19,Basic,Annual,4259.23,50
8815,53,Female,42,20,3,2,Standard,Quarterly,1895.86,48
8816,57,Male,34,21,2,20,Standard,Monthly,1529.75,23
8817,66,Female,30,14,8,20,Standard,Quarterly,2870.02,36
8818,52,Male,21,27,5,29,Standard,Quarterly,1434.24,41
8819,34,Male,44,3,0,6,Standard,Monthly,812.35,9
8820,58,Female,37,17,7,10,Basic,Monthly,4770.09,2
8821,19,Male,44,3,9,16,Premium,Annual,2507.69,19
8822,30,Female,23,13,1,24,Basic,Quarterly,2414.05,8
8823,69,Female,33,25,8,17,Basic,Quarterly,717.91,26
8824,19,Male,2,18,6,24,Basic,Quarterly,2570.35,51
8825,69,Male,27,1,2,8,Basic,Monthly,3739.88,36
8826,45,Male,48,7,3,12,Basic,Quarterly,1315.43,11
8827,60,Female,59,29,2,28,Standard,Annual,1907.55,3
8828,43,Female,22,23,5,29,Premium,Monthly,976.68,30
8829,39,Male,34,5,8,14,Standard,Quarterly,1839.87,18
8830,64,Female,16,2,9,18,Premium,Monthly,4320.28,17
8831,60,Female,20,17,8,14,Basic,Monthly,1261.59,51
8832,20,Male,26,29,0,6,Basic,Monthly,244.75,9
8833,52,Male,16,21,9,2,Basic,Quarterly,2727.49,30
8834,29,Male,6,10,5,23,Basic,Quarterly,2939.51,16
8835,41,Male,45,4,0,7,Basic,Annual,1711.66,8
8836,22,Male,44,9,3,12,Basic,Monthly,3243.69,41
8837,37,Male,23,21,6,15,Basic,Quarterly,285.72,26
8838,56,Male,42,11,3,2,Premium,Quarterly,1768.81,5
8839,56,Male,37,26,8,20,Basic,Annual,808.4,5
8840,30,Male,8,12,9,22,Basic,Quarterly,1226.05,46
8841,58,Male,6,12,4,0,Basic,Quarterly,1974.42,24
8842,62,Female,37,18,8,2,Premium,Quarterly,2517.71,14
8843,29,Female,52,4,0,15,Premium,Monthly,556.68,5
8844,30,Male,22,29,3,0,Basic,Annual,596.46,36
8845,27,Female,6,28,6,17,Standard,Annual,3402.82,25
8846,50,Female,54,9,1,13,Premium,Annual,2080.25,17
8847,57,Female,32,8,8,29,Basic,Quarterly,964.96,6
8848,33,Female,17,19,2,6,Premium,Quarterly,1251.09,7
8849,62,Female,38,24,3,22,Standard,Quarterly,3628.28,46
8850,52,Female,17,13,3,2,Basic,Monthly,353.62,15
8851,20,Male,37,2,7,28,Premium,Monthly,2592.84,6
8852,22,Male,23,19,1,21,Standard,Annual,1865.57,32
8853,43,Female,49,14,4,15,Premium,Monthly,4074.62,42
8854,28,Female,49,5,1,28,Premium,Monthly,3971.52,40
8855,24,Male,13,27,5,5,Basic,Quarterly,3477.09,27
8856,27,Female,32,28,8,17,Basic,Quarterly,1985.44,40
8857,59,Female,22,26,8,28,Premium,Annual,3193.06,5
8858,69,Female,7,10,0,24,Standard,Quarterly,3235.26,16
8859,51,Female,22,24,3,12,Basic,Quarterly,1727.78,52
8860,20,Female,21,17,3,23,Premium,Monthly,4411.88,11
8861,25,Male,6,20,0,1,Premium,Annual,4925.8,39
8862,48,Male,14,16,9,11,Basic,Monthly,1640.76,25
8863,28,Female,16,17,1,3,Basic,Annual,4026.01,2
8864,62,Male,3,1,5,8,Premium,Annual,2554.45,28
8865,24,Female,9,28,9,19,Basic,Quarterly,2371.9,7
8866,62,Female,47,21,2,22,Premium,Monthly,1994.16,38
8867,19,Female,21,22,8,4,Standard,Monthly,1530.92,51
8868,23,Female,50,15,2,9,Basic,Quarterly,4605.59,50
8869,58,Female,30,17,2,5,Basic,Annual,3729.99,1
8870,49,Female,30,11,8,0,Premium,Annual,2259.44,18
8871,37,Female,42,22,2,19,Basic,Annual,3782.67,12
8872,51,Female,42,5,5,4,Standard,Annual,3621.14,53
8873,67,Female,32,4,5,5,Premium,Quarterly,1409.95,49
8874,33,Male,23,26,0,21,Standard,Annual,963.05,8
8875,42,Female,3,21,6,20,Standard,Monthly,4197.87,20
8876,29,Male,1,24,8,18,Standard,Annual,4075.89,35
8877,24,Male,3,9,8,10,Standard,Annual,4984.63,42
8878,56,Female,57,27,8,14,Premium,Annual,194.88,16
8879,34,Male,37,16,1,1,Basic,Quarterly,2747.87,50
8880,62,Female,7,12,0,14,Standard,Annual,3536.48,33
8881,28,Female,3,18,5,6,Standard,Quarterly,2954.45,40
8882,23,Female,36,22,5,16,Premium,Monthly,3581.17,25
8883,40,Female,49,3,3,11,Standard,Annual,772.58,19
8884,44,Male,3,15,7,11,Standard,Annual,107.43,35
8885,63,Male,55,18,4,4,Standard,Monthly,555.86,16
8886,23,Female,4,12,6,19,Standard,Annual,1962.29,16
8887,55,Male,31,13,8,6,Basic,Annual,1711.77,48
8888,19,Male,2,1,0,1,Standard,Quarterly,4382.62,25
8889,39,Male,14,4,8,26,Premium,Quarterly,509.28,32
8890,37,Female,37,8,3,12,Basic,Monthly,2269.26,55
8891,42,Male,31,19,6,23,Premium,Quarterly,4793.33,44
8892,32,Male,53,21,3,8,Basic,Quarterly,2564.23,28
8893,66,Male,2,26,3,28,Basic,Monthly,748.76,9
8894,46,Female,31,21,3,14,Standard,Monthly,1527.21,18
8895,25,Male,47,5,5,27,Standard,Annual,3171.28,23
8896,54,Male,43,11,4,25,Premium,Annual,158.75,30
8897,66,Female,22,25,1,14,Basic,Annual,4843.69,32
8898,69,Male,10,24,8,0,Basic,Annual,2878.19,24
8899,50,Female,52,24,5,20,Standard,Quarterly,3550.28,11
8900,39,Female,30,29,9,19,Basic,Quarterly,2544.91,52
8901,67,Female,33,29,5,20,Standard,Monthly,4793.83,26
8902,64,Female,19,17,8,24,Standard,Monthly,2987.18,11
8903,22,Female,46,17,0,27,Premium,Quarterly,3343.72,20
8904,56,Female,25,2,6,2,Standard,Annual,4318.1,44
8905,35,Male,58,24,2,29,Standard,Annual,4321.63,18
8906,55,Female,55,26,3,0,Basic,Annual,238.04,34
8907,54,Male,54,1,0,26,Premium,Annual,1488.17,36
8908,47,Male,46,4,2,18,Premium,Monthly,1306.96,4
8909,68,Female,1,9,6,19,Premium,Quarterly,132.56,21
8910,48,Male,32,2,5,12,Standard,Monthly,4396.23,26
8911,27,Male,25,3,0,14,Premium,Quarterly,1653.99,14
8912,32,Male,41,27,8,12,Standard,Annual,1800.07,26
8913,59,Female,17,6,3,17,Standard,Monthly,588.15,13
8914,65,Male,14,13,6,16,Standard,Quarterly,4949.63,26
8915,61,Male,45,15,3,0,Standard,Quarterly,4148.63,41
8916,35,Female,13,11,6,14,Premium,Quarterly,2902.13,15
8917,40,Male,38,10,4,23,Premium,Quarterly,3882.46,27
8918,50,Male,39,3,0,3,Basic,Annual,3907.85,57
8919,33,Male,2,20,3,27,Premium,Annual,3317.98,23
8920,55,Female,32,9,2,1,Basic,Quarterly,952.65,22
8921,52,Male,32,25,5,25,Premium,Quarterly,3629.54,10
8922,51,Male,58,10,5,18,Premium,Quarterly,2891.13,5
8923,45,Female,40,21,0,7,Premium,Annual,3647.95,4
8924,19,Female,56,23,1,21,Standard,Monthly,2762.92,50
8925,47,Female,6,25,1,15,Premium,Quarterly,4786.05,36
8926,30,Male,25,24,9,7,Premium,Monthly,3172.42,16
8927,58,Female,3,27,3,9,Basic,Annual,2911.03,32
8928,33,Female,18,23,8,15,Premium,Annual,4229.66,11
8929,22,Female,50,12,1,4,Standard,Annual,1958.26,39
8930,45,Male,54,8,7,18,Premium,Annual,1647.39,33
8931,56,Female,55,21,0,5,Basic,Annual,2565.53,35
8932,62,Female,38,21,7,9,Premium,Monthly,2963.89,48
8933,37,Female,43,21,2,23,Premium,Monthly,1180.36,4
8934,41,Female,3,17,4,29,Basic,Monthly,3443.18,23
8935,44,Female,48,22,0,4,Premium,Monthly,4031.64,3
8936,47,Male,5,5,0,20,Basic,Quarterly,2928.87,20
8937,62,Male,24,24,5,18,Basic,Annual,2662.52,1
8938,44,Female,54,8,2,18,Standard,Monthly,1543.75,33
8939,43,Female,34,18,7,12,Standard,Monthly,4556.96,10
8940,24,Female,47,11,3,27,Basic,Quarterly,3797.05,44
8941,59,Male,48,22,5,14,Standard,Quarterly,2453.41,3
8942,64,Male,39,28,9,7,Standard,Annual,3329.62,55
8943,55,Male,48,27,8,10,Basic,Annual,1750.71,32
8944,22,Male,24,10,7,0,Premium,Quarterly,393.11,45
8945,40,Female,36,26,3,3,Premium,Quarterly,1099.25,59
8946,45,Female,28,15,9,24,Premium,Quarterly,489.49,38
8947,51,Female,48,6,7,21,Standard,Annual,2590.06,31
8948,32,Female,49,19,6,21,Standard,Quarterly,3148.11,21
8949,49,Male,34,17,4,29,Premium,Monthly,1964.19,24
8950,43,Female,16,23,6,25,Basic,Annual,2697.76,59
8951,65,Male,36,10,6,26,Basic,Annual,518.63,24
8952,48,Male,7,5,9,26,Basic,Monthly,3872.8,52
8953,36,Female,18,28,1,12,Standard,Monthly,260.63,10
8954,26,Male,6,16,6,6,Premium,Annual,3208.69,6
8955,46,Male,50,12,2,26,Basic,Annual,2223.4,28
8956,68,Female,28,26,7,6,Premium,Quarterly,1000.64,1
8957,56,Male,39,21,7,5,Premium,Quarterly,2662.97,58
8958,21,Male,34,27,8,24,Standard,Monthly,3926.65,47
8959,20,Female,51,24,3,7,Basic,Monthly,2126.26,46
8960,46,Male,41,28,9,11,Standard,Monthly,1901.77,44
8961,69,Male,29,5,2,23,Premium,Monthly,798.06,10
8962,28,Female,4,21,8,17,Premium,Quarterly,3013.42,41
8963,50,Male,14,1,8,22,Premium,Annual,4157.27,30
8964,55,Female,5,2,1,14,Basic,Quarterly,2850.57,53
8965,28,Male,25,5,5,27,Basic,Monthly,908.93,15
8966,44,Male,39,23,2,15,Basic,Quarterly,3340.02,14
8967,50,Female,8,19,4,0,Premium,Monthly,247.69,24
8968,38,Female,15,28,1,9,Premium,Quarterly,4206.46,10
8969,56,Male,59,15,3,14,Basic,Annual,4615.33,26
8970,48,Female,19,1,2,23,Premium,Monthly,3025.48,1
8971,55,Male,59,11,1,12,Premium,Quarterly,4420.72,20
8972,63,Female,11,28,5,18,Premium,Monthly,514.08,29
8973,19,Male,20,18,2,26,Basic,Annual,1218.89,34
8974,44,Male,55,3,3,12,Standard,Monthly,1654.58,2
8975,53,Male,36,28,5,8,Standard,Annual,3888.52,2
8976,28,Male,18,9,4,20,Standard,Quarterly,2472.78,2
8977,64,Male,14,24,3,15,Basic,Annual,1806.9,8
8978,35,Female,58,4,3,22,Premium,Monthly,874.54,54
8979,18,Female,38,24,1,13,Standard,Quarterly,4072.15,25
8980,52,Male,25,13,9,22,Standard,Monthly,200.56,18
8981,52,Male,16,9,3,8,Basic,Monthly,1752.63,45
8982,48,Female,18,3,7,17,Premium,Quarterly,1289.6,17
8983,45,Female,1,16,4,3,Premium,Annual,732.15,30
8984,56,Female,40,22,9,11,Basic,Annual,943.0,8
8985,18,Female,1,8,9,23,Standard,Quarterly,2519.61,42
8986,42,Female,1,26,7,4,Premium,Quarterly,2187.68,46
8987,60,Male,51,7,5,10,Premium,Monthly,2640.01,29
8988,55,Male,21,25,9,4,Standard,Monthly,3665.34,51
8989,37,Female,25,23,4,18,Basic,Quarterly,4472.41,19
8990,20,Female,27,17,3,20,Standard,Quarterly,680.46,56
8991,68,Female,10,25,9,28,Premium,Monthly,505.12,37
8992,19,Female,50,28,8,6,Basic,Monthly,1669.74,24
8993,35,Female,12,16,9,3,Standard,Annual,2776.88,18
8994,61,Female,28,21,4,7,Standard,Quarterly,589.45,10
8995,27,Female,49,22,9,29,Basic,Monthly,3608.26,16
8996,22,Female,32,18,5,26,Premium,Annual,2824.86,57
8997,26,Female,33,16,6,5,Basic,Monthly,3767.46,50
8998,19,Male,8,15,0,5,Basic,Quarterly,1853.78,41
8999,51,Female,42,2,8,21,Premium,Annual,2065.37,42
9000,55,Female,26,29,7,3,Standard,Monthly,4057.1,54
9001,48,Male,42,20,4,13,Basic,Quarterly,1408.35,44
9002,27,Male,50,4,2,2,Basic,Quarterly,1968.94,5
9003,67,Male,41,5,4,9,Standard,Quarterly,166.12,15
9004,29,Female,57,7,4,21,Premium,Quarterly,2821.07,23
9005,53,Female,2,29,8,5,Standard,Annual,4272.17,31
9006,38,Female,35,27,6,17,Standard,Monthly,236.67,30
9007,66,Female,34,28,1,29,Basic,Monthly,3107.57,7
9008,64,Male,6,15,4,9,Basic,Quarterly,4242.7,20
9009,23,Female,31,17,8,8,Premium,Monthly,2520.27,39
9010,65,Female,23,10,1,15,Basic,Quarterly,1633.81,3
9011,66,Male,12,20,7,19,Standard,Monthly,4983.26,3
9012,20,Female,54,29,2,3,Standard,Monthly,417.67,31
9013,27,Female,51,9,3,25,Premium,Monthly,1131.08,7
9014,22,Female,28,16,1,28,Basic,Annual,4437.7,1
9015,63,Female,15,24,8,27,Basic,Quarterly,1556.8,56
9016,43,Male,19,3,5,10,Premium,Annual,4117.25,27
9017,38,Male,12,22,8,27,Premium,Monthly,1732.69,50
9018,62,Male,50,27,7,11,Basic,Annual,4078.71,1
9019,43,Male,48,9,8,23,Premium,Annual,3460.07,6
9020,55,Female,2,8,4,18,Standard,Annual,2395.76,20
9021,61,Female,11,23,5,9,Premium,Monthly,2662.43,39
9022,43,Female,44,7,6,6,Standard,Annual,970.53,44
9023,25,Male,37,17,4,6,Standard,Monthly,667.83,3
9024,22,Male,59,5,0,17,Standard,Quarterly,3613.02,59
9025,32,Male,59,7,8,2,Basic,Monthly,4258.01,2
9026,33,Female,56,13,1,11,Standard,Monthly,3637.66,47
9027,18,Female,38,18,6,13,Premium,Monthly,4573.04,32
9028,33,Male,25,22,7,19,Standard,Quarterly,4461.38,59
9029,54,Male,43,14,7,1,Basic,Quarterly,3913.12,20
9030,20,Female,21,18,0,29,Basic,Monthly,4500.82,36
9031,69,Female,42,3,9,8,Basic,Monthly,919.4,27
9032,64,Female,36,17,6,9,Basic,Quarterly,3683.67,20
9033,48,Male,9,19,8,26,Premium,Quarterly,3793.02,19
9034,30,Male,12,7,2,5,Basic,Monthly,854.49,55
9035,33,Male,10,21,7,16,Premium,Quarterly,4556.96,21
9036,60,Male,59,4,7,14,Basic,Monthly,143.05,43
9037,38,Female,46,15,8,0,Basic,Monthly,2229.56,20
9038,19,Female,5,29,7,23,Premium,Monthly,205.25,5
9039,44,Female,33,28,4,26,Standard,Quarterly,2664.45,55
9040,55,Male,5,24,4,21,Premium,Quarterly,2119.57,20
9041,43,Female,16,8,2,12,Standard,Quarterly,3153.0,12
9042,55,Female,37,16,5,9,Premium,Monthly,3855.58,48
9043,63,Female,37,1,9,11,Standard,Monthly,3866.02,10
9044,42,Female,29,25,2,22,Basic,Annual,3638.89,53
9045,28,Female,18,16,1,21,Standard,Monthly,599.2,22
9046,25,Male,29,25,6,15,Standard,Monthly,2145.45,38
9047,25,Female,6,2,9,1,Basic,Annual,4098.16,28
9048,50,Female,53,2,2,2,Basic,Monthly,3306.07,12
9049,24,Male,18,8,3,7,Standard,Monthly,3437.04,39
9050,55,Male,32,12,9,19,Standard,Quarterly,1211.94,10
9051,38,Female,42,11,7,28,Premium,Annual,1692.79,48
9052,25,Female,47,6,0,14,Basic,Quarterly,4783.47,35
9053,68,Female,31,19,8,23,Basic,Annual,4249.93,48
9054,38,Female,56,28,5,18,Basic,Monthly,908.12,44
9055,37,Male,54,18,1,17,Premium,Annual,2769.0,40
9056,25,Female,11,5,2,22,Premium,Quarterly,2503.49,37
9057,63,Male,26,15,4,0,Standard,Monthly,2273.93,17
9058,48,Female,28,8,5,26,Premium,Quarterly,2406.01,52
9059,67,Female,27,6,8,18,Premium,Annual,3250.15,27
9060,46,Female,19,12,1,1,Premium,Annual,4839.03,52
9061,65,Male,57,19,4,4,Basic,Annual,4389.09,46
9062,26,Female,45,12,6,17,Standard,Quarterly,4388.12,56
9063,32,Female,27,12,6,15,Premium,Monthly,3546.55,29
9064,47,Male,59,9,3,9,Premium,Monthly,186.18,26
9065,43,Female,20,24,2,20,Premium,Quarterly,2258.26,9
9066,27,Male,3,10,7,28,Basic,Quarterly,2604.52,51
9067,46,Female,16,22,1,2,Standard,Quarterly,4228.21,12
9068,33,Male,39,17,4,24,Standard,Monthly,4621.93,43
9069,53,Male,44,18,9,9,Premium,Annual,2312.57,26
9070,37,Male,29,16,4,24,Standard,Quarterly,1572.25,33
9071,62,Female,15,4,0,23,Basic,Quarterly,1753.04,32
9072,54,Male,30,18,6,12,Premium,Annual,2935.45,11
9073,39,Male,40,3,3,20,Standard,Monthly,1447.36,29
9074,24,Female,55,16,9,9,Premium,Quarterly,4562.62,59
9075,40,Male,49,14,1,10,Basic,Quarterly,2151.39,8
9076,58,Female,1,24,7,6,Premium,Quarterly,4951.31,25
9077,57,Female,29,9,3,1,Basic,Annual,636.62,20
9078,46,Male,53,6,0,18,Premium,Annual,1020.61,21
9079,33,Male,30,4,7,27,Premium,Annual,2606.79,4
9080,55,Female,40,27,6,26,Standard,Annual,4354.7,36
9081,45,Male,46,2,2,17,Standard,Monthly,1834.37,43
9082,65,Male,32,23,2,25,Basic,Annual,4203.59,29
9083,55,Male,10,10,6,10,Basic,Quarterly,2184.72,19
9084,48,Male,27,11,1,16,Basic,Quarterly,4279.66,26
9085,31,Female,51,7,4,2,Standard,Quarterly,1459.41,36
9086,50,Female,8,26,6,19,Premium,Quarterly,2412.27,25
9087,26,Male,51,25,5,11,Basic,Monthly,1465.78,23
9088,44,Female,36,5,9,24,Premium,Monthly,1154.6,38
9089,41,Male,42,26,6,27,Premium,Monthly,2163.61,28
9090,30,Male,55,4,1,1,Standard,Monthly,1740.06,41
9091,43,Male,35,26,6,24,Standard,Monthly,3957.02,11
9092,46,Male,36,6,1,0,Premium,Monthly,3763.43,29
9093,68,Female,48,28,6,8,Basic,Annual,1856.91,44
9094,66,Male,56,2,7,21,Standard,Monthly,4962.14,50
9095,60,Female,36,2,9,23,Premium,Monthly,4871.81,20
9096,45,Male,25,16,7,18,Standard,Quarterly,4597.38,9
9097,45,Female,20,28,4,7,Premium,Quarterly,2973.89,24
9098,25,Female,52,25,6,26,Standard,Monthly,2120.32,47
